PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10
2.9716755250204936,-0.0543482395253706,-0.32373978010315474,2.6240250744631815,4.625936271143645,-1.1189677402793312,-0.13514496809948123,-2.2704752068337344,5.840252040832285,-0.15162208306240665
2.940144952653773,-0.4129201618468622,-6.957040186226656,-1.5986691797839776,-0.6952443104893414,0.551764335617088,0.699192512762483,-0.6134502382560145,0.12068266511932392,0.9957394516809052
1.7557209136189162,-0.3851124909205973,0.9010755435148265,0.8443831090199989,-0.5418891646002885,0.0982985541750645,1.4329992223331376,1.3046208503382273,0.23030171701529922,0.6648390641930748
3.2655210172453053,-0.34018415750616515,0.7216798454756508,0.8342646690200053,-0.45172628531819464,0.06289416000199644,-0.6515182833381219,-0.5898473444799719,-0.014763236282680656,-0.5164502403112388
-9.023645083122977,0.3260809626771638,-8.97685294586868,8.955441179747991,13.371365122411683,-0.2080941831166067,0.4665422041185445,0.5491607024714114,-0.17021162989256572,-0.3190905793742447
3.293646320855097,-0.36456981904841634,0.8340924023317995,0.949954061669978,-0.5357949463573444,-0.0064861221484939224,-0.05365803912659545,0.20703884971037856,0.07296120492096779,1.2887753601942011
2.5423790586766217,-0.09454171232474654,0.002569199879270734,-1.6350458682318556,0.6464384484828246,1.048459511191956,-0.6281586130549686,-0.2420383979059425,0.09069997003217488,-0.609275889926929
-1.2008919550783679,-0.3404275333660144,0.7924765049304967,0.5501562680223313,-0.6046126005432909,-0.7193269026361983,0.2642036611583215,0.37788660077254366,-0.20615048653343188,-1.1560467618728096
2.06608775697052,-0.14755274036961272,0.2132779057512031,-1.6013610507144764,0.5177922591465978,0.17853284432557448,1.2651997655836558,1.2597953925025676,0.2744750199919049,1.3847966789675032
1.7369489786931007,-0.38701133339677973,0.8833854355418045,0.813109876502359,-0.4991734661404782,-0.06196742124830357,1.3292924960419312,1.1893132433783267,0.36631051551686145,0.5619694459773915
3.399924785606735,-0.35065559060690965,0.8749435306292748,0.8760188181421373,-0.5028266869333717,0.03431311136753612,0.7940389698119219,0.7636288925842815,0.13697473281212225,-0.10064753276982241
3.48118842479944,-0.3679689828634233,0.8545934725467434,0.5307534948394266,-0.21879608285068466,0.05210918582908497,1.8117557798419237,1.2421451620987638,0.27531758189079447,-1.1734795066421921
3.455101374487377,-0.038140080664784026,0.10161640886422774,-2.1600485121041246,0.8608268745394427,0.03185242388695231,-0.348471462560785,3.3504141661671643,0.6606608820973906,-0.5366407971489331
1.6505249304741587,-0.13264746831275517,0.3020994267442063,-1.4173988576493053,0.3804136025477475,0.20339779278896974,0.9643355767171569,1.0517640935349988,0.2521731962093576,-0.38326187696688274
-3.174427971961449,-0.31183264779891773,0.7525419296127245,0.5111116737117669,-0.729374794020524,-0.641329058654671,-0.35759513094656215,-0.08013198862362995,-0.2600458436854526,-0.00959579341995842
-7.7720320957165985,0.0821287998809936,-0.6351048677509215,-4.875007917960403,1.2494911581680779,0.7341569131567776,-0.46971389327162216,-0.1924156269467436,0.11947161613491143,0.9192528674727489
2.652985496617112,0.06497805551867297,-0.22385144493715492,-3.0677400057966824,1.1325516786465573,-0.7504999775693237,-0.9703523121666793,1.041866267940695,0.12310612487058702,-0.30330908377388544
1.9695197128942352,-0.3923579902178138,0.8953402968465287,0.7369219428558762,-0.46885482073780466,0.05640966623538779,1.6537653649580362,1.5287455328701718,0.2977237478430845,1.227921071066937
